candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status
mattergen_pilot_5k_3gpu_02800,MatterGen,mattergen_base_unconditional_smoke,K2 Be2 P2,KBeP,Be-K-P,ABC,6,P4/nmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_512.cif,7a56c604ea908bef0703042f0ca6e7c19863a1835ce0e945ad450335a5ce41b7,2800,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02801,MatterGen,mattergen_base_unconditional_smoke,Ce6 Bi2 Pd1,Ce6Bi2Pd,Bi-Ce-Pd,AB2C6,9,P-62m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_513.cif,eca0233d3a0194835dac4826480eeeea089034727a29edb52740fa829dfacc7d,2801,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02802,MatterGen,mattergen_base_unconditional_smoke,Cs2 Hg1 N1 O3,Cs2HgNO3,Cs-Hg-N-O,ABC2D3,7,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_514.cif,a4d14a8dce8043fcae2c111865111ba62e7b1a313d1b8057ed91ecb48edb36a2,2802,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02803,MatterGen,mattergen_base_unconditional_smoke,Dy1 Ni11,DyNi11,Dy-Ni,AB11,12,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_515.cif,3d373458301adc1a1839c2d52fb2269c208cec33707610fa61d4c8444c8ad23a,2803,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02804,MatterGen,mattergen_base_unconditional_smoke,Sm2 Al4 Zn4,Sm(AlZn)2,Al-Sm-Zn,AB2C2,10,P4/nmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_516.cif,0d814a372f155dd6853ff97de39aa43b634b3241db754f6304fb836bddbe1dda,2804,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02805,MatterGen,mattergen_base_unconditional_smoke,Er2 Ga1 Si3 Ni4,Er2GaSi3Ni4,Er-Ga-Ni-Si,AB2C3D4,10,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_517.cif,295796ccf6a70ca43c76d5d36747ffd0b2af97371ec85d04f559f8577b9e4656,2805,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02806,MatterGen,mattergen_base_unconditional_smoke,Tm2 Co3 Ge4 Pd1,Tm2Co3Ge4Pd,Co-Ge-Pd-Tm,AB2C3D4,10,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_518.cif,3f69aa7f2ed9cf85eb90e409b578c898ef6a743f05a3debb8974c2d8fd78d9a3,2806,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02807,MatterGen,mattergen_base_unconditional_smoke,Sm4 H1,Sm4H,H-Sm,AB4,5,Pm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_519.cif,866c64eb96e1b90b2b69e3a033bf47b0c0c4f67b525597dfe996d6e265eccee1,2807,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02808,MatterGen,mattergen_base_unconditional_smoke,Er7 B1 Ru8,Er7BRu8,B-Er-Ru,AB7C8,16,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_52.cif,3c6d9709834f7dc41aa263fe3690508aa21f6d4cef3a67271c7aedfa22b6ba08,2808,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02809,MatterGen,mattergen_base_unconditional_smoke,Cs2 Dy4 Te8,Cs(DyTe2)2,Cs-Dy-Te,AB2C4,14,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_520.cif,5e1348bb6d8108541ec899ae2f87c38502e995c8f8c49c8ede44f62f813bad86,2809,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02810,MatterGen,mattergen_base_unconditional_smoke,Tb1 Pr4 Sm2 Er1,TbPr4Sm2Er,Er-Pr-Sm-Tb,ABC2D4,8,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_521.cif,b2f97e423dae5f0e96398c251fcdd273e83cf25f02c83acafbbc0a80e16342eb,2810,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02811,MatterGen,mattergen_base_unconditional_smoke,Ce1 Mg1 Ag4,CeMgAg4,Ag-Ce-Mg,ABC4,6,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_522.cif,18957b741285a96bdd200bc1c1b38f6ce4d0b17334a1d2c369f254de13d5949e,2811,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02812,MatterGen,mattergen_base_unconditional_smoke,Er4 Si4 Ge2,Er2Si2Ge,Er-Ge-Si,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_523.cif,c74292880117aaf1e46adc4ececb9cdc1a8d3cdce7a31b3d9c4eed2a83eb851f,2812,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02813,MatterGen,mattergen_base_unconditional_smoke,Tb2 Y1 Sn1 C1,Tb2YSnC,C-Sn-Tb-Y,ABCD2,5,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_524.cif,560c402f451c7108d788249c00696a40a55e7e80aaa4c0b9d253694c5bfcef08,2813,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02814,MatterGen,mattergen_base_unconditional_smoke,In2 P1 Se1,In2PSe,In-P-Se,ABC2,4,P3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_525.cif,62647f190ee93ac891b7888c51906035aaca1943ed0ce1f8afd6e49b89d63f01,2814,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02815,MatterGen,mattergen_base_unconditional_smoke,Cd4 Cu3 Rh3,Cd4(CuRh)3,Cd-Cu-Rh,A3B3C4,10,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_526.cif,d6dd69eaf1f932b01e5f64b6ff383cc30f6358ccdeb33e3892a14c926f32ddcb,2815,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02816,MatterGen,mattergen_base_unconditional_smoke,Mg5 Al15,MgAl3,Al-Mg,AB3,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_527.cif,4603a7ce21b61ceebd323828914bf1db10999a164a74465a79335b3451051866,2816,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02817,MatterGen,mattergen_base_unconditional_smoke,Na2 Tb2 Co2 Cl12,NaTbCoCl6,Cl-Co-Na-Tb,ABCD6,18,P-31c,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_528.cif,4ca60655288cb70a7adbae80f70b46db3889909efa28929f56505296dd03c7f4,2817,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02818,MatterGen,mattergen_base_unconditional_smoke,Tm1 Sc1 Pb2,TmScPb2,Pb-Sc-Tm,ABC2,4,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_529.cif,cf4c5dd631e829b2034279f62ac3fe876aac5e3a5275a3ecda98e7587167e667,2818,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02819,MatterGen,mattergen_base_unconditional_smoke,Tl2 Ga1 Hg1 Se4,Tl2GaHgSe4,Ga-Hg-Se-Tl,ABC2D4,8,I-4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_53.cif,ee941d331f22f9f8f83b45e6382a27238c822910ea5f305f9a55e5448a381387,2819,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02820,MatterGen,mattergen_base_unconditional_smoke,Sm2 Zr2 N6,SmZrN3,N-Sm-Zr,ABC3,10,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_530.cif,5e4435bfb28bb30fddfa17beb176637eace1d61465e92503635346a9d03539b5,2820,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02821,MatterGen,mattergen_base_unconditional_smoke,Tb1 Tl2 F6,TbTl2F6,F-Tb-Tl,AB2C6,9,P-62m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_531.cif,4b6cab4f51c2b7a967d86a0ab46160e327c665aeaa570ffda4e8964d0cc0fc58,2821,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02822,MatterGen,mattergen_base_unconditional_smoke,Tl2 Pd4 Se6,TlPd2Se3,Pd-Se-Tl,AB2C3,12,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_532.cif,f0ab720826223a393dd34645f2a73d14300a7eecf3462ead280368d3cfd7daf3,2822,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02823,MatterGen,mattergen_base_unconditional_smoke,Gd2 Mn3 N5,Gd2Mn3N5,Gd-Mn-N,A2B3C5,10,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_533.cif,0436fdd570396c14a04c261140234a2a8b2ca52401605d2cda9fc6c0793d23c4,2823,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02824,MatterGen,mattergen_base_unconditional_smoke,Hf4 C1 Se5,Hf4CSe5,C-Hf-Se,AB4C5,10,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_534.cif,334925419cb5b0a7e1dd1acc1e03e0edca5b64ebcb8ead808b19c175ff7fef3b,2824,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02825,MatterGen,mattergen_base_unconditional_smoke,Na2 Ti1 Al1 Cr1 S6,Na2TiAlCrS6,Al-Cr-Na-S-Ti,ABCD2E6,11,C2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_535.cif,24ae83def42cf2da6f718c88430bc6190c52228aca3ae60ba7f6cc51b3c67971,2825,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02826,MatterGen,mattergen_base_unconditional_smoke,Cu1 Ag2 Au1,CuAg2Au,Ag-Au-Cu,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_536.cif,33d0cc9818b9b2c371cccc216b9ceb40f5df4300a8a105ddcb85a1fbaef70384,2826,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02827,MatterGen,mattergen_base_unconditional_smoke,Be1 Si1 Ni10 Ge1 B2,BeSiNi10GeB2,B-Be-Ge-Ni-Si,ABCD2E10,15,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_537.cif,c34fa4f0adda0e45412a49b488e61738eb6680b58333a3f1ebe1fff5d4ad7f18,2827,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02828,MatterGen,mattergen_base_unconditional_smoke,Hf1 Ni1 Rh2,HfNiRh2,Hf-Ni-Rh,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_538.cif,3ac49a3c6a38fd12e83c9438a310b0bd532a6830e162d6fa92fe4485b5aa4427,2828,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02829,MatterGen,mattergen_base_unconditional_smoke,Tb1 Dy1 Os1 Ru1,TbDyOsRu,Dy-Os-Ru-Tb,ABCD,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_539.cif,567233bbbb753e76385e7e225d1cc53fcb344f15f279d0a820ad27bb1b05e512,2829,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02830,MatterGen,mattergen_base_unconditional_smoke,Ho1 Zn4,HoZn4,Ho-Zn,AB4,5,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_54.cif,ca4e24e3871deb2feee67cc1ab76c5281d78234a074760b8a70c8ea1f31f7718,2830,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02831,MatterGen,mattergen_base_unconditional_smoke,Li2 W3 O1 F12,Li2W3OF12,F-Li-O-W,AB2C3D12,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_540.cif,d6247ff54fbcb2bc3190a72e3afdaead562500566dae5e26d4da60e9ae79962c,2831,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02832,MatterGen,mattergen_base_unconditional_smoke,Sb1 Pt1 Au1,SbPtAu,Au-Pt-Sb,ABC,3,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_541.cif,25c5961bc5b3e82e872ddc457b880a1da26950979935e9575294babe09927b7c,2832,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02833,MatterGen,mattergen_base_unconditional_smoke,La3 Ho1,La3Ho,Ho-La,AB3,4,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_542.cif,2dddc25c0de7f782f261b4f668ef0cf672eb553f7459d197ace16ae9cb23fcc9,2833,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02834,MatterGen,mattergen_base_unconditional_smoke,Na2 Hf1 Mn1 S4,Na2HfMnS4,Hf-Mn-Na-S,ABC2D4,8,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_543.cif,ed225459629d51afe3f1976327443f8cc0ab56cd476fc091ea7573089aa09a30,2834,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02835,MatterGen,mattergen_base_unconditional_smoke,Dy1 Al5 Rh1,DyAl5Rh,Al-Dy-Rh,ABC5,7,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_544.cif,35d6b79f73d3241782841e622e1c75a44540da85d0047067cc88950c8c17a3b3,2835,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02836,MatterGen,mattergen_base_unconditional_smoke,Ba2 Zr2 W2 N8,BaZrWN4,Ba-N-W-Zr,ABCD4,14,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_545.cif,593c26931e735eff6a47e781cec488e6308cbf9c5468628b44ead1498b638e08,2836,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02837,MatterGen,mattergen_base_unconditional_smoke,Cs2 Sr1 Mn1 F6,Cs2SrMnF6,Cs-F-Mn-Sr,ABC2D6,10,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_546.cif,67a68930f42671b93164550575536043a2742255d2b229c38b9beac68acb4511,2837,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02838,MatterGen,mattergen_base_unconditional_smoke,Na1 Li1 Tl1 Au1 I6,NaLiTlAuI6,Au-I-Li-Na-Tl,ABCDE6,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_547.cif,1e4e4737f87a7ad315dbffbad1c30a3e7147d5747ccbfa223d31d8a9b4b46d9e,2838,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02839,MatterGen,mattergen_base_unconditional_smoke,Li1 Ag2 Sn1,LiAg2Sn,Ag-Li-Sn,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_548.cif,8c690717571e9c9f42aa35ea9c20ac6af0b0092b41023cfeb4c3204cc3c28e5c,2839,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02840,MatterGen,mattergen_base_unconditional_smoke,Yb1 Eu1 Ga2,YbEuGa2,Eu-Ga-Yb,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_549.cif,199f5c3cade46e8ecd8318db177dd17c98d6832191f7cee8b2e86c1ac6091dae,2840,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02841,MatterGen,mattergen_base_unconditional_smoke,La2 Mg1 Co1 Ag1,La2MgCoAg,Ag-Co-La-Mg,ABCD2,5,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_55.cif,beb1548dd1844a5a4c98e8c387f5e55a28c1256454931940c9b0eaa357604314,2841,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02842,MatterGen,mattergen_base_unconditional_smoke,Cd2 In5 Ga2 Hg1,Cd2In5Ga2Hg,Cd-Ga-Hg-In,AB2C2D5,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_550.cif,96319f3ce95a2c63e0381bb0d7bb0a5bfa8a03fbac4db0cf21c6a88ec0b8bed0,2842,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02843,MatterGen,mattergen_base_unconditional_smoke,Cs1 Rb2 Cd2,Cs(RbCd)2,Cd-Cs-Rb,AB2C2,5,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_551.cif,9fc1a9d2e91bc137c0cc61dff15ef8a73535878642a9a35b792b5c60caac0e32,2843,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02844,MatterGen,mattergen_base_unconditional_smoke,Li4 Pb2 S6,Li2PbS3,Li-Pb-S,AB2C3,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_552.cif,62fa435f54b82cdbcc8a88590d0925419920d69e2ffa49644d0879a082279e66,2844,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02845,MatterGen,mattergen_base_unconditional_smoke,Er6 In2 O2,Er3InO,Er-In-O,ABC3,10,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_553.cif,c3d4f31d95c781c5f353d3f986a575e53f636cad066478be38c078c17c231aa5,2845,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02846,MatterGen,mattergen_base_unconditional_smoke,Lu1 Cd1 Hg2,LuCdHg2,Cd-Hg-Lu,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_554.cif,62b1d6950942ada2293e6c9e2d5fad1ebcaeeff73a7c12e8be41356991bf3c41,2846,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02847,MatterGen,mattergen_base_unconditional_smoke,K3 Rb5 Au2,K3Rb5Au2,Au-K-Rb,A2B3C5,10,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_555.cif,80a8589c8858157c9655f82001c6e6c22b033edce5d3e80456da7737a3094f43,2847,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02848,MatterGen,mattergen_base_unconditional_smoke,Rb2 Li2 Dy2 Br10,RbLiDyBr5,Br-Dy-Li-Rb,ABCD5,16,C2/c,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_556.cif,395ef169bdb1b94ffa5607780a55579fc26b34c90b7439767f5b0810d21866cf,2848,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02849,MatterGen,mattergen_base_unconditional_smoke,Ho1 Ge2 H1 Ru2,HoGe2HRu2,Ge-H-Ho-Ru,ABC2D2,6,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_557.cif,4e646b8e3d6402d931807e8330b24eb439401d98b31512d3f21e30845ad2ca90,2849,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02850,MatterGen,mattergen_base_unconditional_smoke,Ni2 Pt3,Ni2Pt3,Ni-Pt,A2B3,5,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_558.cif,63c40c114940fe11ae78852e8ac8367d26a90011dd190d250b9592732394442f,2850,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02851,MatterGen,mattergen_base_unconditional_smoke,Zr1 Tl1 Pd2,ZrTlPd2,Pd-Tl-Zr,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_559.cif,25e84d99c896c7d88348c19841532f418fc48c00826bbfa119142a01ea9b097c,2851,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02852,MatterGen,mattergen_base_unconditional_smoke,Tl2 I4,TlI2,I-Tl,AB2,6,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_56.cif,74c3efcd3e495928e02c2f22f943e429df1e99aac2663d54c0149af1d9bf596a,2852,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02853,MatterGen,mattergen_base_unconditional_smoke,Na2 Dy2 Tl2 Si4,NaDyTlSi2,Dy-Na-Si-Tl,ABCD2,10,Cccm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_560.cif,287ca32b44935499680b995b090aa8debb8562f18d5c79e9883fd6c4a7bce929,2853,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02854,MatterGen,mattergen_base_unconditional_smoke,K2 In2 Pb1 I6,K2In2PbI6,I-In-K-Pb,AB2C2D6,11,C2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_561.cif,dd397ba34dfe857802030b66564f16c7a9e968a51ea47f8cabadeb42e12729c1,2854,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02855,MatterGen,mattergen_base_unconditional_smoke,Tl1 Hg1 B2 F8,TlHgB2F8,B-F-Hg-Tl,ABC2D8,12,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_562.cif,6039c29ba3d2e50cdee8db127d80bca4da156f761a20f054460a37301f2c4a04,2855,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02856,MatterGen,mattergen_base_unconditional_smoke,Pr6 P2 Cl4,Pr3PCl2,Cl-P-Pr,AB2C3,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_563.cif,70b25b17e2d032c82bf50549de9e8798da10ed203941a56ef898c52bf61cc0d6,2856,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02857,MatterGen,mattergen_base_unconditional_smoke,Ba2 Tl2 Hg2,BaTlHg,Ba-Hg-Tl,ABC,6,P6_3/mmc,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_564.cif,95846fc15b573fbab4918d421f336ff7c07bb53db5796cee6b9888ef814d25ba,2857,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02858,MatterGen,mattergen_base_unconditional_smoke,Cu16 Ni3,Cu16Ni3,Cu-Ni,A3B16,19,R3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_565.cif,cc28d5eda6ec500df46ba4bd9cc3e07ef0ba3708b2f8d19402e6f1cfd20602b7,2858,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02859,MatterGen,mattergen_base_unconditional_smoke,Ce2 Sc1 P3,Ce2ScP3,Ce-P-Sc,AB2C3,6,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_566.cif,5f5a475c25d2f4fb64d9a15b705dc061a6d19b1b459f0220f7171381e8a75dfd,2859,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02860,MatterGen,mattergen_base_unconditional_smoke,Mg2 Cd4 Ag2 Pd1,Mg2Cd4Ag2Pd,Ag-Cd-Mg-Pd,AB2C2D4,9,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_567.cif,8969a24b5ce711326040032fb4f7a99b8667731ecea6b5657fb88a052d47250c,2860,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02861,MatterGen,mattergen_base_unconditional_smoke,Si2 B1 P1 O7,Si2BPO7,B-O-P-Si,ABC2D7,11,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_568.cif,7de1908c108a996e5ec4d2ddabb71ef90dc5d0d67c4117881837342938e937f7,2861,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02862,MatterGen,mattergen_base_unconditional_smoke,Cd11 Ga3,Cd11Ga3,Cd-Ga,A3B11,14,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_569.cif,3731a6dc9748d346f7a7ec25442036a71523a7d1fcd788b4db70e1c15785da81,2862,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02863,MatterGen,mattergen_base_unconditional_smoke,Dy2 Mg1,Dy2Mg,Dy-Mg,AB2,3,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_57.cif,92f63df749ecbf6c205679181d922135afc075fe5336f6b718c9d622041b9350,2863,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02864,MatterGen,mattergen_base_unconditional_smoke,Sr4 Pd6,Sr2Pd3,Pd-Sr,A2B3,10,Cmce,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_570.cif,02b74216d69ed21aa02322259d944bebb94391a65d5a5670ab572a2ae939f642,2864,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02865,MatterGen,mattergen_base_unconditional_smoke,Tl1 Fe1 Ni2 Te2 O4,TlFeNi2(TeO2)2,Fe-Ni-O-Te-Tl,ABC2D2E4,10,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_571.cif,10791830ec5a885cf49f4003cd29bcba73b9654aba54dc5a40ea9100d85743e5,2865,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02866,MatterGen,mattergen_base_unconditional_smoke,In4 Sn1 Pb5,In4SnPb5,In-Pb-Sn,AB4C5,10,P4/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_572.cif,84c0aac6d01e1792d503851e116ad78f6baefadfade54b08ad8697078bda7086,2866,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02867,MatterGen,mattergen_base_unconditional_smoke,K2 Cu2 Bi2 Se6,KCuBiSe3,Bi-Cu-K-Se,ABCD3,12,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_573.cif,bd6ed5566dad47358056184c211043ebe09d063d56980350ea5ffde3656d09c1,2867,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02868,MatterGen,mattergen_base_unconditional_smoke,Cd1 Ga1 Sn1,CdGaSn,Cd-Ga-Sn,ABC,3,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_574.cif,ca47af76c67ac63bc71ea7ebb3d60844ef47629b727205deb8578820a56c5430,2868,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02869,MatterGen,mattergen_base_unconditional_smoke,Na5 Mo1 O6,Na5MoO6,Mo-Na-O,AB5C6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_575.cif,ecd05a2f2aa629011eed428c95d0e61d9893fc2350a3e48c73da62df6aefb800,2869,pymatgen_readable_smoke_candidate
